Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDRNT2S_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJH_Percentile,PWDRVJS_Percentile,PWDSCH_Percentile,PWDSCS_Percentile,TFWS_Percentile
627484310,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",Printing Technology,,,,,,,,,,,,,,,,,,,,,,,,109367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8474395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627484310,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",Printing Technology,,,,,,,,,,114323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5287968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627499510,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",Artificial Intelligence and Data Science,,,,,,,,,,,22072,,,12967,,,14453,,,10483,,,8715,,,21353,,,74477,,,23246,,,,,,,,,,,,,,,11170,,,27191,,,13061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1374722,,,92.9996682,,,92.2302228,,,94.2929100,,,95.2545256,,,88.4908068,,,54.1780657,,,87.4840478,,,,,,,,,,,,,,,93.9573805,,,85.2978814,,,92.9348086,,,,,,,,,,,,,,,,,,,,,,
627499510,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",Artificial Intelligence and Data Science,,,,,,,,,,,,,,,,,,,,,8388,,,8087,,,14813,,,102079,,,,,,,,,,,,,,,10740,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3875689,,,95.5682731,,,91.9734660,,,28.6995083,,,,,,,,,,,,,,,94.2068634,,,95.2860672,,,,,,,,,,,,,,,,,,,,,,,,,,,
627499510,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",Artificial Intelligence and Data Science,,16762,,,,,,,,9680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7531,,90.9383249,,,,,,,,94.7015776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8675305
627519110,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,120906,,,,,,,,,,,,,,,,,,,,,,,,109470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3180507,,,,,,,,,,,,,,,,,,,,,,,,19.8474395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627519110,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8380677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627519110,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,119134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3771146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627519110,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Civil Engineering,,,,,,,,,,106811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1211380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627524510,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Computer Engineering,,,,,,,,,,,76884,,,35986,,,43392,,,36456,,,32659,,,59151,,,,,,67383,,,,,,,,,,,,38884,,,30263,,,73150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4476185,,,80.4540499,,,75.8471965,,,80.2788844,,,82.3877908,,,66.0248119,,,,,,60.0860804,,,,,,,,,,,,78.5792977,,,83.4797216,,,55.2570590,,,,,,,,,,,,,,,,,,,,,,,,,
627524510,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Computer Engineering,,,,,,,,,,,,,,,30806,,,,,,30759,,,24418,,,42703,,,,,,46856,,,,,,,,,,,,32595,,,24789,,,37498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3155184,,,,,,83.3155184,,,86.8703589,,,76.5571858,,,,,,74.1161376,,,,,,,,,,,,82.3877908,,,86.5823024,,,79.5309168,,,,,,,,,,,,,,,,,,,,,,,,
627524510,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Computer Engineering,,66452,,,,82148,,,,28480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16536,,60.6284658,,,,48.2193247,,,,84.6390824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0917582
627524610,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Information Technology,,,,,,,,,,,79355,,,39037,,,,,,44917,,,38618,,,66561,,,,,,114976,,,,,,,,,,,,42844,,,38882,,,91646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8162490,,,78.4825990,,,,,,75.1821980,,,79.0746326,,,60.6284658,,,,,,12.4299468,,,,,,,,,,,,76.4889836,,,78.5792977,,,39.4196471,,,,,,,,,,,,,,,,,,,,,,,,,
627524610,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Information Technology,,,,,,,,,,,,,,,45514,,,,,,34168,,,32237,,,42912,,,,,,,,,,,,,,,,,,35366,,,30452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5211181,,,,,,81.4293860,,,82.4407997,,,76.4889836,,,,,,,,,,,,,,,,,,80.6330675,,,83.4474115,,,,,,,,,,,,,,,,,,,,,,,,,,,
627524610,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Information Technology,,68945,,,,,,,,37228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22917,,58.8113371,,,,,,,,79.5912465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6299679
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,,,,,94525,,,,,,115968,,,92940,,,,,,,,,,,,,,,,,,,,,120729,,,83787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1594098,,,,,,11.2993545,,,38.5667023,,,,,,,,,,,,,,,,,,,,,3.5104364,,,46.4456321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,,91120,,,,,,116945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5925136,,,,,,9.9445363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,,,,,,,,,118906,,,106488,,,94063,,,,,,,,,,,,,,,,,,,,,103382,,,85980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7586339,,,23.2238494,,,36.1623265,,,,,,,,,,,,,,,,,,,,,26.9007793,,,44.9304271,,,,,,,,,,,,,,,,,,,,,,,,,,,
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,77318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65793,,,,,,,,,,51.9313711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2621174
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,,103642,,,58076,,,57702,,,65296,,,55458,,,109586,,,,,,,,,,,,,,,,,,74143,,,55393,,,102342,,,,,,,,,,,,,99295,,,,,,,,,,,,,,,,,,,,,,,26.7890081,,,66.5894149,,,66.8137813,,,61.6697194,,,68.3772406,,,19.4998540,,,,,,,,,,,,,,,,,,54.5241174,,,68.5714285,,,28.4814025,,,,,,,,,,,,,32.1061359,,,,,,,,,,,,
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,,,97861,,,68729,,,,,,52435,,,51034,,,69866,,,,,,,,,,,,,,,,,,41397,,,40392,,,76733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5908894,,,59.0639291,,,,,,70.7220669,,,71.1976870,,,57.7165019,,,,,,,,,,,,,,,,,,77.0895594,,,77.9458986,,,52.4476185,,,,,,,,,,,,,,,,,,,,,,,,
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,91587,,,,109722,,,,46442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39909,,39.4196471,,,,19.4998540,,,,74.2012741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1473584
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,,121554,,,97239,,,,,,112635,,,96847,,,,,,,,,,,,,,,,,,,,,,,,113285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1378233,,,33.5099087,,,,,,15.5460791,,,34.1210946,,,,,,,,,,,,,,,,,,,,,,,,14.7866072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,117032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5134004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,,,,,,92053,,,,,,100417,,,87263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3128682,,,,,,30.0146620,,,43.3051128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,80280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5565410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,9218,6087,12497,,,9200,,,,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,6541,,,5950,,,4382,,,4532,,,2930,,,12323,,,56453,,,12779,,,,74819,,47159,,,,57270,,,,,,,,94.9538024,96.6135363,93.1886737,,,94.9790794,,,,98.1414809,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3500502,,,96.6737739,,,97.5140106,,,97.4346516,,,98.2988025,,,93.3513667,,,67.7143135,,,93.1330675,,,,54.1664697,,74.0962113,,,,67.1125395,,,,,,,
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,9708,,,,14168,,,,3915,,,,,,,,,,,,,,,,,,,,,,,,,,,7912,,,6771,,,5841,,,4989,,,3725,,,15274,,,66405,,,13391,,,,,,,,,,,,,,,,,,,94.7015776,,,,92.3405466,,,,97.7682444,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6650859,,,96.2884411,,,96.7554273,,,97.2106063,,,97.8663752,,,91.8235378,,,60.7344231,,,92.8130723,,,,,,,,,,,,,,,,,
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,31853,17665,,,77342,28588,,,,9201,,,,,,,,,,,,,,,,,,,,,,,,,,,24546,,,13967,,,11646,,,10210,,,7344,,,26757,,,111015,,,29241,,,,,,,,,,,,,,,,,,82.6809987,90.5246150,,,51.9313711,84.5764555,,,,94.9790794,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8356112,,,92.4845102,,,93.7059922,,,94.4462825,,,95.9521261,,,85.6396122,,,17.5316365,,,84.1506751,,,,,,,,,,,,,,,,,
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,98327,,,,,,,,31879,,,,,,,,,,,,,,,,,,,,,,,,,,,42248,,,84008,,,42887,,,28367,,,18237,,,70010,,,,,,39383,,,,,,,,,,,,,,,,,,,32.3435843,,,,,,,,82.6809987,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7344555,,,46.1727561,,,76.4889836,,,84.6811929,,,90.1655867,,,57.7165019,,,,,,78.3504176,,,,,,,,,,,,,,,,,
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,84640,,,,,,,,32961,,,,,,,,,,,,,,,,,,,,,,,,,,,31231,,,61150,,,25323,,,25273,,,18472,,,53689,,,,,,29733,,,,,,,,,,,,,,,,,,,45.9187639,,,,,,,,82.1909278,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1650789,,,64.4979119,,,86.3666603,,,86.3666603,,,90.0256605,,,69.5290454,,,,,,84.0382056,,,,,,,,,,,,,,,,,
627719110,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,120806,,,,,,,,,,,,,,,,,,,,,,,,112972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3597312,,,,,,,,,,,,,,,,,,,,,,,,14.9912318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627719110,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5662165,,,,,,,,,,,,,,,,,,,,,,,,,,,
627719110,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Civil Engineering,,,,,,,,,,78960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9996691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627724210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Science and Engineering,,,,,,,,,,,50964,,,45133,,,,,,50239,,,35839,,,73992,,,,,,62392,,,,,,,,,,,,49761,,,34127,,,60206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2367422,,,74.9700023,,,,,,71.6451268,,,80.5336015,,,54.5241174,,,,,,63.7147595,,,,,,,,,,,,71.9798416,,,81.4293860,,,65.2400587,,,,,,,,,,,,,,,,,,,,,,,,,
627724210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,49828,,,46116,,,67538,,,,,,,,,,,,,,,,,,79153,,,37768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9798416,,,74.3640850,,,59.7201871,,,,,,,,,,,,,,,,,,50.9996691,,,79.4751328,,,,,,,,,,,,,,,,,,,,,,,,,,,
627724210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5241174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627724210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Science and Engineering,,65153,,,,,,,,32229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22784,,61.6697194,,,,,,,,82.4407997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6520385
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,,62457,,,54994,,,,,,69633,,,49060,,,91636,,,,,,61645,,,,,,,,,,,,51443,,,48268,,,56337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7147595,,,68.7024004,,,,,,57.9292585,,,72.6414198,,,39.4196471,,,,,,64.0172786,,,,,,,,,,,,71.1253958,,,72.8974176,,,67.7143135,,,,,,,,,,,,,,,,,,,,,,,,,
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,,,,,,,,58583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2395008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,,,,,,57975,,,,,,65262,,,54359,,,65387,,,,,,,,,,,,,,,,,,74051,,,45473,,,75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5894149,,,,,,61.6697194,,,69.1685966,,,61.6697194,,,,,,,,,,,,,,,,,,54.5241174,,,74.7453210,,,54.1246150,,,,,,,,,,,,,,,,,,,,,,,,
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,107661,,,,,,,,39714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25882,,22.1694264,,,,,,,,78.2814198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0140851
627726310,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Artificial Intelligence (AI) and Data Science,,,,,,,,,,,86165,,,63931,,,,,,86950,,,61112,,,105932,,,,,,118418,,,,,,,,,,,,92798,,,58818,,,114479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7418375,,,62.3799839,,,,,,43.3167495,,,64.4979119,,,23.9542468,,,,,,7.4458997,,,,,,,,,,,,38.6417086,,,66.2117981,,,12.9353233,,,,,,,,,,,,,,,,,,,,,,,,,
627726310,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Artificial Intelligence (AI) and Data Science,,,,,,,,,,,,106577,,,,,,,,,79875,,,76389,,,,,,,,,,,,,,,,,,,,,,,,99766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2238494,,,,,,,,,50.5614783,,,52.8246408,,,,,,,,,,,,,,,,,,,,,,,,31.5015186,,,,,,,,,,,,,,,,,,,,,,,,,,,
627726310,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Artificial Intelligence (AI) and Data Science,,,,,,,,,,,,,,,79338,,,,,,91268,,,,,,107967,,,,,,,,,,,,,,,,,,88594,,,,,,106570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8162490,,,,,,39.4227966,,,,,,21.8821184,,,,,,,,,,,,,,,,,,42.5186027,,,,,,23.2238494,,,,,,,,,,,,,,,,,,,,,,,,
627726310,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Artificial Intelligence (AI) and Data Science,,105518,,,,,,,,53453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33480,,24.8766135,,,,,,,,69.6045087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8334533
627737210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,,83360,,,73651,,,,,,91090,,,71540,,,97362,,,,,,102389,,,,,,,,,,,,114905,,,66656,,,82354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9414830,,,55.2181517,,,,,,39.5925136,,,56.8099848,,,33.5099087,,,,,,28.4665226,,,,,,,,,,,,12.6735864,,,60.6284658,,,48.1419882,,,,,,,,,,,,,,,,,,,,,,,,,
627737210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,121519,,,,,,112308,,,92776,,,,,,,,,95812,,,,,,,,,,,,92745,,,78321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1470211,,,,,,16.0971905,,,38.6417086,,,,,,,,,35.6598862,,,,,,,,,,,,38.6417086,,,51.2359011,,,,,,,,,,,,,,,,,,,,,,,,,,,
627737210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,,,,99202,,,,,,,,,,,,,,,,,,,,,,,,116988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1061359,,,,,,,,,,,,,,,,,,,,,,,,9.5134004,,,,,,,,,,,,,,,,,,,,,,,,
627737210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,65920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49569,,,,,,,,,,61.2621174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4718017
627761210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Mechanical Engineering,,,,,,,,,,112500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6956852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627819110,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Civil Engineering,,,,,,,,,,,,,,107543,,,,,,118171,,,70190,,,98124,,,86196,,,,,,,,,,,,,,,,,,113686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2500723,,,,,,7.7836913,,,57.6946774,,,32.4992712,,,44.7418375,,,,,,,,,,,,,,,,,,14.2356611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
