Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
211124210,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82547,,,,,,,,,,,,55487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5830691,,,,,,,,,,,,55.3173743
211129310,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,80868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8734701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211129310,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,67699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4861193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211129310,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9425307,,,,,,,,,,,,
211161210,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,79981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4796096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211161210,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,75481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6027561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211161210,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2696639,,,,,,,,,,,,
211219110,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,87206,,,,,,,,,,,,,,,,,,,,,,,,85881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7080961,,,,,,,,,,,,,,,,,,,,,,,,6.7043346,,,,,,,,,,,,,,,,,,,,,,,,
211219110,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,75307,,,,,,,,,,,,,,,,,,,,,,,,45048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1966527,,,,,,,,,,,,,,,,,,,,,,,,66.1858576,,,,,,,,,,,,,,,,,,,,,,,,
211219110,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,59072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211219110,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,51896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3186035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211219110,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Civil Engineering,,,,,,,,,,84717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2869982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211224210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,,71074,,,84863,,,75484,,,84374,,,62895,,,72154,,,,,,71234,,,,,,,,,,,,,,,53044,,,81341,,,,,,82096,,,,,,,,,,,,,,,,,,,,,,,,,,34.3312532,,,8.8630614,,,26.6027561,,,10.2388790,,,46.3424806,,,32.5002140,,,,,,34.0528096,,,,,,,,,,,,,,,58.0434256,,,15.7493794,,,,,,14.6116861,,,,,,,,,,,,,,,
211224210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3873813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211224210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,73762,,,48680,,,83338,,,,,,,,,,,,,,,,,,56392,,,32876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8732747,,,62.7455857,,,12.1971807,,,,,,,,,,,,,,,,,,54.1568222,,,76.7640003,,,,,,,,,,,,,,,,,,,,,,,
211224210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,71654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39386,,,,,,,,,,33.2795222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3654183
211229310,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,85284,,,,,,,,,87312,,,,,,,,,,,,,,,84279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2575694,,,,,,,,,3.5198785,,,,,,,,,,,,,,,10.3100943,,,,,,,,,,,,,,,,,,,,,,,,
211229310,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,68909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3840445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211229310,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,69705,,,,,,,,,,,,,,,,,,,,,,,,65829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2152983,,,,,,,,,,,,,,,,,,,,,,,,41.8722328,,,,,,,,,,,,,,,,,,,,,,,
211229310,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electrical Engineering,,,,,,,,,,88034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55239,,,,,,,,,,1.6366224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5165625
211237210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,87009,,,,,,,,,,,,,,,,,,,,,,,,85346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1871716,,,,,,,,,,,,,,,,,,,,,,,,8.1632653,,,,,,,,,,,,,,,,,,,,,,,,
211237210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,54801,,,,,,,,,,,,,,,,,,,,,,,,55666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8259837,,,,,,,,,,,,,,,,,,,,,,,,54.6298641,,,,,,,,,,,,,,,,,,,,,,,,
211237210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,67634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4861193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211237210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,74867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1674686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211237210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,51018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1215441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211261210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,81119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7793986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211261210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,84629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3429688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211261210,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,84735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2869982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211301110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Agricultural Engineering,,,,,,,,,,,,,,,,,,,,,,,64840,,,,,,,,,,,,,,,,,,,,,,,,59404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3153897,,,,,,,,,,,,,,,,,,,,,,,,50.4269253,,,,,,,,,,,,,,,,,,,,,,,,
211301110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Agricultural Engineering,,,,,,,,,,,37638,,,,,,,,,43196,,,,,,37994,,,68809,,,,,,,,,,,,,,,,,,37765,,,51523,,,,,,48258,,,,,,,,,,,,,,,,,,,,,,,,,,72.8066421,,,,,,,,,68.0931881,,,,,,72.5776220,,,37.4704588,,,,,,,,,,,,,,,,,,72.7851766,,,59.4507403,,,,,,63.1562302,,,,,,,,,,,,,,,
211301110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Agricultural Engineering,,,,,,,,,,,,,,,,,,,,,32614,,,25495,,,26257,,,47866,,,,,,,,,78097,,,,,,,,,38976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9893608,,,82.2834325,,,81.7211311,,,63.4002446,,,,,,,,,22.0730987,,,,,,,,,71.6974982,,,,,,,,,,,,,,,,,,,,,,,
211301110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Agricultural Engineering,,68614,,,,,,,,53972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32989,,37.7226302,,,,,,,,56.9067296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7273800
211319110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,83401,,,72112,,,88419,,,,,,,,,,,,63865,,,,,,,,,61390,,,72891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0860789,,,32.5002140,,,0.6330783,,,,,,,,,,,,44.4831302,,,,,,,,,47.7783049,,,31.3412678,,,,,,,,,,,,,,,,,,,,,
211319110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,59804,,,57289,,,60601,,,59741,,,,,,,,,,,,,,,,,,80799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7941722,,,53.0299262,,,49.3169168,,,49.7941722,,,,,,,,,,,,,,,,,,16.9155059,,,,,,,,,,,,,,,,,,,,,,,
211319110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Civil Engineering,,,,,,,,,,79948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45941,,,,,,,,,,18.4796096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1485718
211319120,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,49313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8165274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211319120,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,83393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0860789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211319120,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Civil Engineering,,,,,,,,,,68047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7314902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211324210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,,41569,,,32731,,,45874,,,38914,,,31231,,,55306,,,52335,,,,,,,,,,,,,,,45149,,,28711,,,49886,,,,,,48618,,,,,,,,,,,,,,,,,,,,,,,,,,69.6154495,,,76.8723787,,,65.2761370,,,71.8029172,,,78.0382017,,,55.5165625,,,58.7919039,,,,,,,,,,,,,,,66.1096865,,,79.8387097,,,61.3998819,,,,,,62.7455857,,,,,,,,,,,,,,,
211324210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0039083,,,,,,,,,,,,,,,,,,
211324210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,37651,,,29709,,,32571,,,,,,36884,,,,,,,,,,,,38330,,,22192,,,50337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8066421,,,79.0717900,,,76.9893608,,,,,,73.4421146,,,,,,,,,,,,72.1185753,,,84.6970074,,,61.0135990,,,,,,,,,,,,,,,,,,,,
211324210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Computer Science and Engineering,,53360,,,,,,,,27599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15782,,57.6372401,,,,,,,,80.6651427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1295044
211329310,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,87833,,,,,,,,,,,,,,,,,,,,,,,,59915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1709634,,,,,,,,,,,,,,,,,,,,,,,,49.7371099,,,,,,,,,,,,,,,,,,,,,,,,
211329310,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,78531,,,,,,,,,,,,72009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6081594,,,,,,,,,,,,32.6882976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211329310,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,73641,,,,,,,,,,,,,,,,,,,,,,,,62909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9393300,,,,,,,,,,,,,,,,,,,,,,,,46.3424806,,,,,,,,,,,,,,,,,,,,,,,
211329310,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,71645,,,,,,,,,,,,,,,,,,,,,,,,55146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2795222,,,,,,,,,,,,,,,,,,,,,,,,55.6246373,,,,,,,,,,,,,,,,,,,,,,,
211329310,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electrical Engineering,,,,,,,,,,86143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35444,,,,,,,,,,6.0550914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6994943
211337210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,75017,,,,,,,,,,,,,,,,,,,,,,,,78368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0907404,,,,,,,,,,,,,,,,,,,,,,,,21.9131615,,,,,,,,,,,,,,,,,,,,,,,,
211337210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,38073,,,,,,,,,,,,,,,,,,,,,,,,66751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5414964,,,,,,,,,,,,,,,,,,,,,,,,40.2884024,,,,,,,,,,,,,,,,,,,,,,,
211337210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,80283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1973808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211337210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Electronics and Telecommunication Engg,,,,,,,,,,72316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33611,,,,,,,,,,32.0471506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1089560
211350110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Plastic and Polymer Engineering,,,,,,,,,,,,,,,,,,,,,,,80407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5649734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211350110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Plastic and Polymer Engineering,,,,,,,,,,,,,,,,,,,,,,,84199,,,,,,,,,,,,,,,,,,,,,,,,41220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3398176,,,,,,,,,,,,,,,,,,,,,,,,69.7947431,,,,,,,,,,,,,,,,,,,,,,,,
211350110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Plastic and Polymer Engineering,,,,,,,,,,54030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9067296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211361210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,84925,,,,,,,,,,,,,,,,,,,,,,,,52296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8526285,,,,,,,,,,,,,,,,,,,,,,,,58.7919039,,,,,,,,,,,,,,,,,,,,,,,,
211361210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,86348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6637601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211361210,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Mechanical Engineering,,,,,,,,,,85189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5241627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211419110,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Civil Engineering,,,,,,,,,,,70105,,,71226,,,63016,,,87083,,,62845,,,84198,,,,,,63986,,,,,,,,,,,,63245,,,61061,,,75425,,,,,,65519,,,,,,,,,,,,,,,,,,,,,,,,,,35.7021710,,,34.0528096,,,45.7914944,,,3.7988344,,,46.3424806,,,10.3398176,,,,,,43.8423230,,,,,,,,,,,,45.7227139,,,48.4998921,,,27.0039083,,,,,,42.6018901,,,,,,,,,,,,,,,
211419110,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,88276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9746013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211419110,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,86167,,,80918,,,83400,,,,,,87978,,,,,,,,,,,,,,,59368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0550914,,,16.8734701,,,12.0860789,,,,,,1.6792125,,,,,,,,,,,,,,,50.4269253,,,,,,,,,,,,,,,,,,,,,,,
211419110,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Civil Engineering,,,,,,,,,,,,84972,,,75347,,,63424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7224127,,,27.0039083,,,45.0823062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0739011,,,,,,,,,,,,,,,,,,,,
